
 ============================== NEW EXP: acos on laptop ============================== 

Here is an example (from the dev set):
Total examples = 326
Input : one day it just would not power up.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
Output: <aspect> it <category> battery operation_performance <opinion> implied <sentiment> negative</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>

****** Conduct Training ******
Total examples = 326

Validation sanity check: 0it [00:00, ?it/s]
Validation sanity check:  50%|█████     | 1/2 [00:00<00:00,  1.91it/s]
Validation sanity check: 100%|██████████| 2/2 [00:00<00:00,  3.16it/s]
                                                                      
Total examples = 2934
Total examples = 326

Training: 0it [00:00, ?it/s]
Training:   0%|          | 0/204 [00:00<?, ?it/s]
Epoch 1:   0%|          | 0/204 [00:00<?, ?it/s] 
Epoch 1:   0%|          | 1/204 [00:00<02:38,  1.28it/s]
Epoch 1:   0%|          | 1/204 [00:00<02:38,  1.28it/s, loss=18.047, v_num=0]
Epoch 1:   1%|          | 2/204 [00:01<02:15,  1.49it/s, loss=18.047, v_num=0]
Epoch 1:   1%|          | 2/204 [00:01<02:15,  1.49it/s, loss=16.378, v_num=0]
Epoch 1:   8%|▊         | 17/204 [00:09<01:47,  1.73it/s, loss=9.992, v_num=0]
Epoch 1:   8%|▊         | 17/204 [00:09<01:47,  1.73it/s, loss=9.745, v_num=0]
Epoch 1:   9%|▉         | 18/204 [00:10<01:47,  1.74it/s, loss=9.745, v_num=0]
Epoch 1:   9%|▉         | 18/204 [00:10<01:47,  1.74it/s, loss=9.487, v_num=0]
Epoch 1:   9%|▉         | 19/204 [00:10<01:46,  1.74it/s, loss=9.487, v_num=0]
Epoch 1:   9%|▉         | 19/204 [00:10<01:46,  1.74it/s, loss=9.243, v_num=0]
Epoch 1:  10%|▉         | 20/204 [00:11<01:45,  1.74it/s, loss=9.243, v_num=0]
Epoch 1:  10%|▉         | 20/204 [00:11<01:45,  1.74it/s, loss=9.009, v_num=0]
Epoch 1:  10%|█         | 21/204 [00:12<01:45,  1.74it/s, loss=9.009, v_num=0]
Epoch 1:  10%|█         | 21/204 [00:12<01:45,  1.74it/s, loss=8.359, v_num=0]
Epoch 1:  11%|█         | 22/204 [00:12<01:44,  1.74it/s, loss=8.359, v_num=0]
Epoch 1:  11%|█         | 22/204 [00:12<01:44,  1.74it/s, loss=7.899, v_num=0]
Epoch 1:  11%|█▏        | 23/204 [00:13<01:44,  1.74it/s, loss=7.899, v_num=0]
Epoch 1:  11%|█▏        | 23/204 [00:13<01:44,  1.74it/s, loss=7.502, v_num=0]
Epoch 1:  12%|█▏        | 24/204 [00:13<01:43,  1.74it/s, loss=7.502, v_num=0]
Epoch 1:  12%|█▏        | 24/204 [00:13<01:43,  1.74it/s, loss=7.140, v_num=0]
Epoch 1:  12%|█▏        | 25/204 [00:14<01:43,  1.74it/s, loss=7.140, v_num=0]
Epoch 1:  12%|█▏        | 25/204 [00:14<01:43,  1.74it/s, loss=6.781, v_num=0]
Epoch 1:  13%|█▎        | 26/204 [00:14<01:42,  1.74it/s, loss=6.781, v_num=0]
Epoch 1:  13%|█▎        | 26/204 [00:14<01:42,  1.74it/s, loss=6.412, v_num=0]
Epoch 1:  13%|█▎        | 27/204 [00:15<01:41,  1.74it/s, loss=6.412, v_num=0]
Epoch 1:  13%|█▎        | 27/204 [00:15<01:41,  1.74it/s, loss=6.068, v_num=0]
Epoch 1:  14%|█▎        | 28/204 [00:16<01:40,  1.74it/s, loss=6.068, v_num=0]
Epoch 1:  14%|█▎        | 28/204 [00:16<01:40,  1.74it/s, loss=5.777, v_num=0]
Epoch 1:  14%|█▍        | 29/204 [00:16<01:40,  1.74it/s, loss=5.777, v_num=0]
Epoch 1:  14%|█▍        | 29/204 [00:16<01:40,  1.74it/s, loss=5.523, v_num=0]
Epoch 1:  15%|█▍        | 30/204 [00:17<01:39,  1.75it/s, loss=5.523, v_num=0]
Epoch 1:  15%|█▍        | 30/204 [00:17<01:39,  1.75it/s, loss=5.239, v_num=0]
Epoch 1:  15%|█▌        | 31/204 [00:17<01:39,  1.75it/s, loss=5.239, v_num=0]
Epoch 1:  15%|█▌        | 31/204 [00:17<01:39,  1.75it/s, loss=5.024, v_num=0]
Epoch 1:  16%|█▌        | 32/204 [00:18<01:38,  1.75it/s, loss=5.024, v_num=0]
Epoch 1:  16%|█▌        | 32/204 [00:18<01:38,  1.75it/s, loss=4.802, v_num=0]
Epoch 1:  16%|█▌        | 33/204 [00:18<01:37,  1.75it/s, loss=4.802, v_num=0]
Epoch 1:  16%|█▌        | 33/204 [00:18<01:37,  1.75it/s, loss=4.621, v_num=0]
Epoch 1:  17%|█▋        | 34/204 [00:19<01:37,  1.75it/s, loss=4.621, v_num=0]
Epoch 1:  17%|█▋        | 34/204 [00:19<01:37,  1.75it/s, loss=4.441, v_num=0]
Epoch 1:  17%|█▋        | 35/204 [00:20<01:36,  1.75it/s, loss=4.441, v_num=0]
Epoch 1:  17%|█▋        | 35/204 [00:20<01:36,  1.75it/s, loss=4.289, v_num=0]
Epoch 1:  18%|█▊        | 36/204 [00:20<01:36,  1.75it/s, loss=4.289, v_num=0]
Epoch 1:  18%|█▊        | 36/204 [00:20<01:36,  1.75it/s, loss=4.105, v_num=0]
Epoch 1:  18%|█▊        | 37/204 [00:21<01:35,  1.75it/s, loss=4.105, v_num=0]
Epoch 1:  18%|█▊        | 37/204 [00:21<01:35,  1.75it/s, loss=3.959, v_num=0]
Epoch 1:  19%|█▊        | 38/204 [00:21<01:34,  1.75it/s, loss=3.959, v_num=0]
Epoch 1:  19%|█▊        | 38/204 [00:21<01:34,  1.75it/s, loss=3.867, v_num=0]
Epoch 1:  19%|█▉        | 39/204 [00:22<01:34,  1.75it/s, loss=3.867, v_num=0]
Epoch 1:  19%|█▉        | 39/204 [00:22<01:34,  1.75it/s, loss=3.757, v_num=0]
Epoch 1:  20%|█▉        | 40/204 [00:22<01:33,  1.75it/s, loss=3.757, v_num=0]
Epoch 1:  20%|█▉        | 40/204 [00:22<01:33,  1.75it/s, loss=3.672, v_num=0]
Epoch 1:  20%|██        | 41/204 [00:23<01:33,  1.75it/s, loss=3.672, v_num=0]
Epoch 1:  20%|██        | 41/204 [00:23<01:33,  1.75it/s, loss=3.548, v_num=0]
Epoch 1:  21%|██        | 42/204 [00:23<01:32,  1.75it/s, loss=3.548, v_num=0]
Epoch 1:  21%|██        | 42/204 [00:23<01:32,  1.75it/s, loss=3.406, v_num=0]
Epoch 1:  21%|██        | 43/204 [00:24<01:31,  1.75it/s, loss=3.406, v_num=0]
Epoch 1:  21%|██        | 43/204 [00:24<01:31,  1.75it/s, loss=3.289, v_num=0]
Epoch 1:  22%|██▏       | 44/204 [00:25<01:31,  1.75it/s, loss=3.289, v_num=0]
Epoch 1:  22%|██▏       | 44/204 [00:25<01:31,  1.75it/s, loss=3.208, v_num=0]
Epoch 1:  22%|██▏       | 45/204 [00:25<01:30,  1.75it/s, loss=3.208, v_num=0]
Epoch 1:  22%|██▏       | 45/204 [00:25<01:30,  1.75it/s, loss=3.111, v_num=0]
Epoch 1:  23%|██▎       | 46/204 [00:26<01:30,  1.75it/s, loss=3.111, v_num=0]
Epoch 1:  23%|██▎       | 46/204 [00:26<01:30,  1.75it/s, loss=3.041, v_num=0]
Epoch 1:  23%|██▎       | 47/204 [00:26<01:29,  1.75it/s, loss=3.041, v_num=0]
Epoch 1:  23%|██▎       | 47/204 [00:26<01:29,  1.75it/s, loss=2.991, v_num=0]
Epoch 1:  24%|██▎       | 48/204 [00:27<01:29,  1.75it/s, loss=2.991, v_num=0]
Epoch 1:  24%|██▎       | 48/204 [00:27<01:29,  1.75it/s, loss=2.933, v_num=0]
Epoch 1:  24%|██▍       | 49/204 [00:27<01:28,  1.75it/s, loss=2.933, v_num=0]
Epoch 1:  24%|██▍       | 49/204 [00:27<01:28,  1.75it/s, loss=2.835, v_num=0]
Epoch 1:  25%|██▍       | 50/204 [00:28<01:27,  1.75it/s, loss=2.835, v_num=0]
Epoch 1:  25%|██▍       | 50/204 [00:28<01:27,  1.75it/s, loss=2.755, v_num=0]
Epoch 1:  25%|██▌       | 51/204 [00:29<01:27,  1.76it/s, loss=2.755, v_num=0]
Epoch 1:  25%|██▌       | 51/204 [00:29<01:27,  1.76it/s, loss=2.708, v_num=0]
Epoch 1:  25%|██▌       | 52/204 [00:29<01:26,  1.75it/s, loss=2.708, v_num=0]
Epoch 1:  25%|██▌       | 52/204 [00:29<01:26,  1.75it/s, loss=2.656, v_num=0]
Epoch 1:  26%|██▌       | 53/204 [00:30<01:26,  1.75it/s, loss=2.656, v_num=0]
Epoch 1:  26%|██▌       | 53/204 [00:30<01:26,  1.75it/s, loss=2.619, v_num=0]
Epoch 1:  26%|██▋       | 54/204 [00:30<01:25,  1.75it/s, loss=2.619, v_num=0]
Epoch 1:  26%|██▋       | 54/204 [00:30<01:25,  1.75it/s, loss=2.568, v_num=0]
Epoch 1:  27%|██▋       | 55/204 [00:31<01:24,  1.75it/s, loss=2.568, v_num=0]
Epoch 1:  27%|██▋       | 55/204 [00:31<01:24,  1.75it/s, loss=2.523, v_num=0]
Epoch 1:  27%|██▋       | 56/204 [00:31<01:24,  1.75it/s, loss=2.523, v_num=0]
Epoch 1:  27%|██▋       | 56/204 [00:31<01:24,  1.75it/s, loss=2.476, v_num=0]
Epoch 1:  28%|██▊       | 57/204 [00:32<01:23,  1.76it/s, loss=2.476, v_num=0]
Epoch 1:  28%|██▊       | 57/204 [00:32<01:23,  1.76it/s, loss=2.439, v_num=0]
Epoch 1:  28%|██▊       | 58/204 [00:33<01:23,  1.75it/s, loss=2.439, v_num=0]
Epoch 1:  28%|██▊       | 58/204 [00:33<01:23,  1.75it/s, loss=2.440, v_num=0]
Epoch 1:  29%|██▉       | 59/204 [00:33<01:22,  1.76it/s, loss=2.440, v_num=0]
Epoch 1:  29%|██▉       | 59/204 [00:33<01:22,  1.76it/s, loss=2.398, v_num=0]
Epoch 1:  29%|██▉       | 60/204 [00:34<01:21,  1.76it/s, loss=2.398, v_num=0]
Epoch 1:  29%|██▉       | 60/204 [00:34<01:21,  1.76it/s, loss=2.353, v_num=0]
Epoch 1:  30%|██▉       | 61/204 [00:34<01:21,  1.76it/s, loss=2.353, v_num=0]
Epoch 1:  30%|██▉       | 61/204 [00:34<01:21,  1.76it/s, loss=2.333, v_num=0]
Epoch 1:  30%|███       | 62/204 [00:35<01:20,  1.76it/s, loss=2.333, v_num=0]
Epoch 1:  30%|███       | 62/204 [00:35<01:20,  1.76it/s, loss=2.310, v_num=0]
Epoch 1:  31%|███       | 63/204 [00:35<01:20,  1.76it/s, loss=2.310, v_num=0]
Epoch 1:  31%|███       | 63/204 [00:35<01:20,  1.76it/s, loss=2.300, v_num=0]
Epoch 1:  31%|███▏      | 64/204 [00:36<01:19,  1.76it/s, loss=2.300, v_num=0]
Epoch 1:  31%|███▏      | 64/204 [00:36<01:19,  1.76it/s, loss=2.278, v_num=0]
Epoch 1:  32%|███▏      | 65/204 [00:36<01:19,  1.76it/s, loss=2.278, v_num=0]
Epoch 1:  32%|███▏      | 65/204 [00:36<01:19,  1.76it/s, loss=2.267, v_num=0]
Epoch 1:  32%|███▏      | 66/204 [00:37<01:18,  1.76it/s, loss=2.267, v_num=0]
Epoch 1:  32%|███▏      | 66/204 [00:37<01:18,  1.76it/s, loss=2.272, v_num=0]
Epoch 1:  33%|███▎      | 67/204 [00:38<01:17,  1.76it/s, loss=2.272, v_num=0]
Epoch 1:  33%|███▎      | 67/204 [00:38<01:17,  1.76it/s, loss=2.241, v_num=0]
Epoch 1:  33%|███▎      | 68/204 [00:38<01:17,  1.76it/s, loss=2.241, v_num=0]
Epoch 1:  33%|███▎      | 68/204 [00:38<01:17,  1.76it/s, loss=2.215, v_num=0]
Epoch 1:  34%|███▍      | 69/204 [00:39<01:16,  1.76it/s, loss=2.215, v_num=0]
Epoch 1:  34%|███▍      | 69/204 [00:39<01:16,  1.76it/s, loss=2.199, v_num=0]
Epoch 1:  34%|███▍      | 70/204 [00:39<01:16,  1.76it/s, loss=2.199, v_num=0]
Epoch 1:  34%|███▍      | 70/204 [00:39<01:16,  1.76it/s, loss=2.203, v_num=0]
Epoch 1:  35%|███▍      | 71/204 [00:40<01:15,  1.76it/s, loss=2.203, v_num=0]
Epoch 1:  35%|███▍      | 71/204 [00:40<01:15,  1.76it/s, loss=2.182, v_num=0]
Epoch 1:  35%|███▌      | 72/204 [00:40<01:14,  1.76it/s, loss=2.182, v_num=0]
Epoch 1:  35%|███▌      | 72/204 [00:40<01:14,  1.76it/s, loss=2.170, v_num=0]
Epoch 1:  36%|███▌      | 73/204 [00:41<01:14,  1.76it/s, loss=2.170, v_num=0]
Epoch 1:  36%|███▌      | 73/204 [00:41<01:14,  1.76it/s, loss=2.133, v_num=0]
Epoch 1:  36%|███▋      | 74/204 [00:41<01:13,  1.76it/s, loss=2.133, v_num=0]
Epoch 1:  36%|███▋      | 74/204 [00:41<01:13,  1.76it/s, loss=2.118, v_num=0]
Epoch 1:  37%|███▋      | 75/204 [00:42<01:13,  1.76it/s, loss=2.118, v_num=0]
Epoch 1:  37%|███▋      | 75/204 [00:42<01:13,  1.76it/s, loss=2.101, v_num=0]
Epoch 1:  37%|███▋      | 76/204 [00:43<01:12,  1.76it/s, loss=2.101, v_num=0]
Epoch 1:  37%|███▋      | 76/204 [00:43<01:12,  1.76it/s, loss=2.098, v_num=0]
Epoch 1:  38%|███▊      | 77/204 [00:43<01:12,  1.76it/s, loss=2.098, v_num=0]
Epoch 1:  38%|███▊      | 77/204 [00:43<01:12,  1.76it/s, loss=2.092, v_num=0]
Epoch 1:  38%|███▊      | 78/204 [00:44<01:11,  1.76it/s, loss=2.092, v_num=0]
Epoch 1:  38%|███▊      | 78/204 [00:44<01:11,  1.76it/s, loss=2.027, v_num=0]
Epoch 1:  39%|███▊      | 79/204 [00:44<01:10,  1.76it/s, loss=2.027, v_num=0]
Epoch 1:  39%|███▊      | 79/204 [00:44<01:10,  1.76it/s, loss=2.024, v_num=0]
Epoch 1:  39%|███▉      | 80/204 [00:45<01:10,  1.76it/s, loss=2.024, v_num=0]
Epoch 1:  39%|███▉      | 80/204 [00:45<01:10,  1.76it/s, loss=2.026, v_num=0]
Epoch 1:  40%|███▉      | 81/204 [00:45<01:09,  1.76it/s, loss=2.026, v_num=0]
Epoch 1:  40%|███▉      | 81/204 [00:45<01:09,  1.76it/s, loss=2.005, v_num=0]
Epoch 1:  40%|████      | 82/204 [00:46<01:09,  1.76it/s, loss=2.005, v_num=0]
Epoch 1:  40%|████      | 82/204 [00:46<01:09,  1.76it/s, loss=1.983, v_num=0]
Epoch 1:  41%|████      | 83/204 [00:47<01:08,  1.76it/s, loss=1.983, v_num=0]
Epoch 1:  41%|████      | 83/204 [00:47<01:08,  1.76it/s, loss=1.960, v_num=0]
Epoch 1:  41%|████      | 84/204 [00:47<01:08,  1.76it/s, loss=1.960, v_num=0]
Epoch 1:  41%|████      | 84/204 [00:47<01:08,  1.76it/s, loss=1.951, v_num=0]
Epoch 1:  42%|████▏     | 85/204 [00:48<01:07,  1.76it/s, loss=1.951, v_num=0]
Epoch 1:  42%|████▏     | 85/204 [00:48<01:07,  1.76it/s, loss=1.944, v_num=0]
Epoch 1:  42%|████▏     | 86/204 [00:48<01:06,  1.76it/s, loss=1.944, v_num=0]
Epoch 1:  42%|████▏     | 86/204 [00:48<01:06,  1.76it/s, loss=1.914, v_num=0]
Epoch 1:  43%|████▎     | 87/204 [00:49<01:06,  1.76it/s, loss=1.914, v_num=0]
Epoch 1:  43%|████▎     | 87/204 [00:49<01:06,  1.76it/s, loss=1.900, v_num=0]
Epoch 1:  43%|████▎     | 88/204 [00:49<01:05,  1.76it/s, loss=1.900, v_num=0]
Epoch 1:  43%|████▎     | 88/204 [00:49<01:05,  1.76it/s, loss=1.883, v_num=0]
Epoch 1:  44%|████▎     | 89/204 [00:50<01:05,  1.76it/s, loss=1.883, v_num=0]
Epoch 1:  44%|████▎     | 89/204 [00:50<01:05,  1.76it/s, loss=1.877, v_num=0]
Epoch 1:  44%|████▍     | 90/204 [00:51<01:04,  1.76it/s, loss=1.877, v_num=0]
Epoch 1:  44%|████▍     | 90/204 [00:51<01:04,  1.76it/s, loss=1.854, v_num=0]
Epoch 1:  45%|████▍     | 91/204 [00:51<01:04,  1.76it/s, loss=1.854, v_num=0]
Epoch 1:  45%|████▍     | 91/204 [00:51<01:04,  1.76it/s, loss=1.858, v_num=0]
Epoch 1:  45%|████▌     | 92/204 [00:52<01:03,  1.76it/s, loss=1.858, v_num=0]
Epoch 1:  45%|████▌     | 92/204 [00:52<01:03,  1.76it/s, loss=1.844, v_num=0]
Epoch 1:  46%|████▌     | 93/204 [00:52<01:02,  1.76it/s, loss=1.844, v_num=0]
Epoch 1:  46%|████▌     | 93/204 [00:52<01:02,  1.76it/s, loss=1.841, v_num=0]
Epoch 1:  46%|████▌     | 94/204 [00:53<01:02,  1.76it/s, loss=1.841, v_num=0]
Epoch 1:  46%|████▌     | 94/204 [00:53<01:02,  1.76it/s, loss=1.817, v_num=0]
Epoch 1:  47%|████▋     | 95/204 [00:53<01:01,  1.76it/s, loss=1.817, v_num=0]
Epoch 1:  47%|████▋     | 95/204 [00:53<01:01,  1.76it/s, loss=1.809, v_num=0]
Epoch 1:  47%|████▋     | 96/204 [00:54<01:01,  1.76it/s, loss=1.809, v_num=0]
Epoch 1:  47%|████▋     | 96/204 [00:54<01:01,  1.76it/s, loss=1.801, v_num=0]
Epoch 1:  48%|████▊     | 97/204 [00:55<01:00,  1.76it/s, loss=1.801, v_num=0]
Epoch 1:  48%|████▊     | 97/204 [00:55<01:00,  1.76it/s, loss=1.772, v_num=0]
Epoch 1:  48%|████▊     | 98/204 [00:55<01:00,  1.76it/s, loss=1.772, v_num=0]
Epoch 1:  48%|████▊     | 98/204 [00:55<01:00,  1.76it/s, loss=1.747, v_num=0]
Epoch 1:  49%|████▊     | 99/204 [00:56<00:59,  1.76it/s, loss=1.747, v_num=0]
Epoch 1:  49%|████▊     | 99/204 [00:56<00:59,  1.76it/s, loss=1.728, v_num=0]
Epoch 1:  49%|████▉     | 100/204 [00:56<00:58,  1.76it/s, loss=1.728, v_num=0]
Epoch 1:  49%|████▉     | 100/204 [00:56<00:58,  1.76it/s, loss=1.708, v_num=0]
Epoch 1:  50%|████▉     | 101/204 [00:57<00:58,  1.76it/s, loss=1.708, v_num=0]
Epoch 1:  50%|████▉     | 101/204 [00:57<00:58,  1.76it/s, loss=1.700, v_num=0]
Epoch 1:  50%|█████     | 102/204 [00:57<00:57,  1.76it/s, loss=1.700, v_num=0]
Epoch 1:  50%|█████     | 102/204 [00:57<00:57,  1.76it/s, loss=1.693, v_num=0]
Epoch 1:  50%|█████     | 103/204 [00:58<00:57,  1.76it/s, loss=1.693, v_num=0]
Epoch 1:  50%|█████     | 103/204 [00:58<00:57,  1.76it/s, loss=1.677, v_num=0]
Epoch 1:  51%|█████     | 104/204 [00:58<00:56,  1.76it/s, loss=1.677, v_num=0]
Epoch 1:  51%|█████     | 104/204 [00:58<00:56,  1.76it/s, loss=1.656, v_num=0]
Epoch 1:  51%|█████▏    | 105/204 [00:59<00:56,  1.76it/s, loss=1.656, v_num=0]
Epoch 1:  51%|█████▏    | 105/204 [00:59<00:56,  1.76it/s, loss=1.643, v_num=0]
Epoch 1:  52%|█████▏    | 106/204 [01:00<00:55,  1.76it/s, loss=1.643, v_num=0]
Epoch 1:  52%|█████▏    | 106/204 [01:00<00:55,  1.76it/s, loss=1.645, v_num=0]
Epoch 1:  52%|█████▏    | 107/204 [01:00<00:54,  1.76it/s, loss=1.645, v_num=0]
Epoch 1:  52%|█████▏    | 107/204 [01:00<00:54,  1.76it/s, loss=1.643, v_num=0]
Epoch 1:  53%|█████▎    | 108/204 [01:01<00:54,  1.76it/s, loss=1.643, v_num=0]
Epoch 1:  53%|█████▎    | 108/204 [01:01<00:54,  1.76it/s, loss=1.642, v_num=0]
Epoch 1:  53%|█████▎    | 109/204 [01:01<00:53,  1.76it/s, loss=1.642, v_num=0]
Epoch 1:  53%|█████▎    | 109/204 [01:01<00:53,  1.76it/s, loss=1.647, v_num=0]
Epoch 1:  54%|█████▍    | 110/204 [01:02<00:53,  1.76it/s, loss=1.647, v_num=0]
Epoch 1:  54%|█████▍    | 110/204 [01:02<00:53,  1.76it/s, loss=1.641, v_num=0]
